Student_ID,Student_Name,Batch,Semester,Year,Mid1,Mid2,Internals,EndTerm,Attendance,Total_Marks,SGPA,Performance_Type
S0032,Puja Mondal,2019,7,2022,11.26,9.15,15.09,100.0,71.6,85.5,8.37,Consistent_Topper
S0032,Puja Mondal,2019,8,2022,10.36,9.87,16.63,100.0,74.9,86.86,8.76,Consistent_Topper
S0033,Ritwika Banerjee,2019,1,2019,8.02,9.61,9.86,76.9,77.7,65.93,6.82,Average
S0033,Ritwika Banerjee,2019,2,2019,9.49,9.17,12.66,87.39,67.0,75.02,7.51,Average
S0033,Ritwika Banerjee,2019,3,2020,8.15,7.19,10.73,80.47,73.5,66.3,6.22,Average
S0033,Ritwika Banerjee,2019,4,2020,8.42,8.72,12.95,78.67,76.1,69.44,6.92,Average
S0033,Ritwika Banerjee,2019,5,2021,8.53,8.35,10.04,81.1,72.4,67.47,7.08,Average
S0033,Ritwika Banerjee,2019,6,2021,9.1,7.21,15.37,77.83,74.2,70.59,7.26,Average
S0033,Ritwika Banerjee,2019,7,2022,8.56,9.8,14.54,87.84,74.5,76.82,7.69,Average
S0033,Ritwika Banerjee,2019,8,2022,6.93,8.97,8.7,90.86,71.4,70.03,7.06,Average
S0034,Ishita Mukherjee,2019,1,2019,8.56,9.18,11.97,81.32,86.5,70.38,7.34,Average
S0034,Ishita Mukherjee,2019,2,2019,9.68,10.93,12.38,84.31,84.5,75.15,7.1,Average
S0034,Ishita Mukherjee,2019,3,2020,9.16,7.93,14.74,87.3,84.5,75.48,7.18,Average
S0034,Ishita Mukherjee,2019,4,2020,8.91,7.59,13.2,97.3,93.1,78.35,7.51,Average
S0034,Ishita Mukherjee,2019,5,2021,8.58,8.71,14.78,83.97,82.7,74.05,7.4,Average
S0034,Ishita Mukherjee,2019,6,2021,6.9,6.33,12.06,87.82,90.6,69.19,6.94,Average
S0034,Ishita Mukherjee,2019,7,2022,7.03,8.36,12.5,76.69,83.3,66.24,6.28,Average
S0034,Ishita Mukherjee,2019,8,2022,8.67,8.5,14.4,89.09,89.1,76.12,7.67,Average
S0035,Ananya Chakraborty,2019,1,2019,8.13,6.45,8.18,75.47,82.3,60.5,6.51,Late_Bloomer
S0035,Ananya Chakraborty,2019,2,2019,6.49,5.43,7.8,55.78,80.1,47.61,5.18,Late_Bloomer
S0035,Ananya Chakraborty,2019,3,2020,6.51,6.62,10.55,54.69,74.9,51.03,5.16,Late_Bloomer
S0035,Ananya Chakraborty,2019,4,2020,7.87,8.43,12.31,70.35,81.0,63.78,6.39,Late_Bloomer
S0035,Ananya Chakraborty,2019,5,2021,10.46,7.73,13.01,75.13,75.8,68.76,7.2,Late_Bloomer
S0035,Ananya Chakraborty,2019,6,2021,9.91,8.79,13.85,94.67,79.4,79.89,8.06,Late_Bloomer
S0035,Ananya Chakraborty,2019,7,2022,9.67,12.71,15.59,90.75,82.4,83.34,8.12,Late_Bloomer
S0035,Ananya Chakraborty,2019,8,2022,9.49,9.3,15.15,88.22,76.3,78.05,7.55,Late_Bloomer
S0036,Sumit Saha,2019,1,2019,8.64,7.22,11.16,78.68,82.2,66.36,6.35,Average
S0036,Sumit Saha,2019,2,2019,10.05,11.62,10.64,82.1,85.0,73.36,7.11,Average
S0036,Sumit Saha,2019,3,2020,7.15,6.23,11.68,74.04,77.3,62.08,6.22,Average
S0036,Sumit Saha,2019,4,2020,9.49,7.61,8.27,72.15,81.7,61.44,5.84,Average
S0036,Sumit Saha,2019,5,2021,9.15,7.69,11.8,61.7,72.8,59.48,5.67,Average
S0036,Sumit Saha,2019,6,2021,6.12,7.8,11.99,81.17,75.8,66.5,6.59,Average
S0036,Sumit Saha,2019,7,2022,8.97,9.45,12.11,78.39,76.5,69.73,6.84,Average
S0036,Sumit Saha,2019,8,2022,10.12,10.43,16.38,78.49,81.5,76.18,7.36,Average
S0037,Joy Das,2019,1,2019,5.02,4.16,7.52,48.75,77.7,41.08,3.87,Low_Performer
S0037,Joy Das,2019,2,2019,6.62,8.22,9.47,52.02,73.7,50.33,5.18,Low_Performer
S0037,Joy Das,2019,3,2020,5.54,5.42,9.64,66.55,73.8,53.88,5.36,Low_Performer
S0037,Joy Das,2019,4,2020,3.56,5.9,8.17,47.31,74.5,41.28,3.94,Low_Performer
S0037,Joy Das,2019,5,2021,4.61,5.56,9.48,54.76,71.8,47.02,3.99,Low_Performer
S0037,Joy Das,2019,6,2021,6.0,6.84,9.46,51.32,82.2,47.96,4.08,Low_Performer
S0037,Joy Das,2019,7,2022,7.51,7.33,9.76,62.83,75.0,56.02,5.05,Low_Performer
S0037,Joy Das,2019,8,2022,7.98,7.2,6.02,75.51,76.3,58.96,5.51,Low_Performer
S0038,Ishita Ghosh,2019,1,2019,8.07,7.25,11.14,63.24,65.7,58.08,5.92,Low_Performer
S0038,Ishita Ghosh,2019,2,2019,6.63,8.65,14.02,78.18,76.4,68.39,7.2,Low_Performer
S0038,Ishita Ghosh,2019,3,2020,10.51,7.19,11.14,74.58,71.9,66.13,6.52,Low_Performer
S0038,Ishita Ghosh,2019,4,2020,6.33,5.46,11.84,52.03,71.7,49.65,4.97,Low_Performer
S0038,Ishita Ghosh,2019,5,2021,7.23,5.92,9.53,52.31,78.8,48.83,4.99,Low_Performer
S0038,Ishita Ghosh,2019,6,2021,7.37,8.06,13.34,69.77,72.5,63.66,6.71,Low_Performer
S0038,Ishita Ghosh,2019,7,2022,6.62,5.32,9.22,43.5,73.7,42.91,4.02,Low_Performer
S0038,Ishita Ghosh,2019,8,2022,6.27,8.95,10.53,51.59,67.4,51.55,5.47,Low_Performer
S0039,Sneha Ghosh,2019,1,2019,5.71,3.93,7.09,48.22,89.1,40.84,3.88,Low_Performer
S0039,Sneha Ghosh,2019,2,2019,7.49,6.83,10.6,64.64,95.8,57.25,5.37,Low_Performer
S0039,Sneha Ghosh,2019,3,2020,7.99,8.35,12.52,55.23,81.1,56.46,5.35,Low_Performer
S0039,Sneha Ghosh,2019,4,2020,7.89,6.38,8.83,66.63,88.4,56.42,5.88,Low_Performer
S0039,Sneha Ghosh,2019,5,2021,6.53,4.44,11.08,70.6,85.4,57.35,5.52,Low_Performer
S0039,Sneha Ghosh,2019,6,2021,7.2,4.88,8.85,65.04,90.0,53.45,5.55,Low_Performer
S0039,Sneha Ghosh,2019,7,2022,6.53,4.61,10.92,65.44,87.4,54.78,4.98,Low_Performer
S0039,Sneha Ghosh,2019,8,2022,5.98,5.52,10.13,59.45,91.1,51.34,5.0,Low_Performer
S0040,Sayan Kundu,2019,1,2019,7.09,6.45,6.64,72.98,77.5,56.67,5.51,Average
S0040,Sayan Kundu,2019,2,2019,5.84,8.39,12.96,66.97,76.6,60.67,5.84,Average
S0040,Sayan Kundu,2019,3,2020,4.88,6.46,12.44,64.8,77.7,56.18,5.49,Average
S0040,Sayan Kundu,2019,4,2020,6.97,8.8,8.19,68.45,80.7,58.19,6.13,Average
S0040,Sayan Kundu,2019,5,2021,5.83,7.09,11.72,64.33,76.2,56.82,5.64,Average
S0040,Sayan Kundu,2019,6,2021,8.18,8.26,15.06,60.95,80.5,61.97,6.08,Average
S0040,Sayan Kundu,2019,7,2022,8.21,9.15,11.67,85.43,78.4,71.74,7.05,Average
S0040,Sayan Kundu,2019,8,2022,6.44,7.1,10.56,91.06,80.6,69.63,6.92,Average
S0041,Abhishek Das,2019,1,2019,12.29,11.64,16.75,100.0,69.3,90.67,8.94,Consistent_Topper
S0041,Abhishek Das,2019,2,2019,10.57,8.5,16.11,100.0,73.7,85.17,8.75,Consistent_Topper
S0041,Abhishek Das,2019,3,2020,10.74,10.49,15.63,100.0,71.3,86.86,8.65,Consistent_Topper
S0041,Abhishek Das,2019,4,2020,11.05,9.53,16.5,96.39,72.8,85.27,8.3,Consistent_Topper
S0041,Abhishek Das,2019,5,2021,8.84,10.62,14.92,87.76,76.7,78.27,7.9,Consistent_Topper
S0041,Abhishek Das,2019,6,2021,12.29,12.9,17.6,100.0,76.4,92.79,9.55,Consistent_Topper
S0041,Abhishek Das,2019,7,2022,11.75,12.34,17.49,100.0,71.1,91.57,8.98,Consistent_Topper
S0041,Abhishek Das,2019,8,2022,9.72,11.22,19.82,100.0,72.4,90.76,9.01,Consistent_Topper
S0042,Puja Dutta,2019,1,2019,7.42,5.8,11.24,56.79,95.9,52.85,5.45,Low_Performer
S0042,Puja Dutta,2019,2,2019,7.53,5.61,7.29,67.14,94.1,54.0,5.58,Low_Performer
S0042,Puja Dutta,2019,3,2020,6.74,7.85,10.52,67.44,95.7,58.83,5.74,Low_Performer
S0042,Puja Dutta,2019,4,2020,6.13,7.7,11.06,80.32,91.9,65.04,5.88,Low_Performer
S0042,Puja Dutta,2019,5,2021,8.55,8.61,11.22,61.89,94.7,59.32,5.95,Low_Performer
S0042,Puja Dutta,2019,6,2021,7.39,8.53,13.15,80.66,98.5,69.39,6.4,Low_Performer
S0042,Puja Dutta,2019,7,2022,9.5,9.25,14.55,88.75,95.0,77.68,7.52,Low_Performer
S0042,Puja Dutta,2019,8,2022,9.24,8.19,12.92,77.22,89.3,68.97,7.04,Low_Performer
S0043,Sumit Dutta,2019,1,2019,8.02,11.01,13.98,81.49,84.3,73.75,7.59,Average
S0043,Sumit Dutta,2019,2,2019,9.09,6.88,14.76,85.19,72.2,73.32,7.17,Average
S0043,Sumit Dutta,2019,3,2020,9.74,7.66,11.35,85.18,84.3,71.35,7.08,Average
S0043,Sumit Dutta,2019,4,2020,7.59,7.8,9.5,86.75,82.0,68.26,6.62,Average
S0043,Sumit Dutta,2019,5,2021,8.46,8.46,16.03,86.55,78.6,76.23,7.69,Average
S0043,Sumit Dutta,2019,6,2021,10.7,8.42,13.79,88.09,76.5,76.95,7.72,Average
S0043,Sumit Dutta,2019,7,2022,10.5,8.96,13.62,88.7,74.7,77.43,7.94,Average
S0043,Sumit Dutta,2019,8,2022,7.81,10.22,12.92,84.27,76.3,73.08,7.8,Average
S0044,Priya Saha,2019,1,2019,6.38,4.27,7.61,48.4,89.9,42.46,4.07,Late_Bloomer
S0044,Priya Saha,2019,2,2019,6.17,4.71,7.53,58.53,81.4,47.68,4.66,Late_Bloomer
S0044,Priya Saha,2019,3,2020,5.83,5.95,9.31,61.58,74.6,51.88,4.99,Late_Bloomer
S0044,Priya Saha,2019,4,2020,8.5,9.1,15.46,79.52,83.1,72.82,7.43,Late_Bloomer
S0044,Priya Saha,2019,5,2021,9.24,7.56,10.14,83.56,73.2,68.72,6.91,Late_Bloomer
S0044,Priya Saha,2019,6,2021,7.51,8.14,12.59,100.0,73.3,78.25,7.81,Late_Bloomer
S0044,Priya Saha,2019,7,2022,10.66,10.91,14.48,100.0,78.9,86.04,8.86,Late_Bloomer
S0044,Priya Saha,2019,8,2022,10.28,10.85,11.39,100.0,75.9,82.52,8.34,Late_Bloomer
S0045,Rohan Dutta,2019,1,2019,7.4,7.61,11.48,72.67,80.4,62.81,6.33,Average
S0045,Rohan Dutta,2019,2,2019,9.09,6.06,11.97,75.74,81.8,64.99,6.32,Average
S0045,Rohan Dutta,2019,3,2020,9.5,6.4,9.74,76.4,76.1,63.83,5.99,Average
S0045,Rohan Dutta,2019,4,2020,6.29,7.0,14.54,64.9,84.5,60.27,6.45,Average
S0045,Rohan Dutta,2019,5,2021,7.68,7.82,11.56,56.87,74.2,55.49,5.41,Average
S0045,Rohan Dutta,2019,6,2021,7.83,6.6,12.5,83.15,76.9,68.51,7.17,Average
S0045,Rohan Dutta,2019,7,2022,9.98,8.42,11.24,92.57,72.8,75.93,7.43,Average
S0045,Rohan Dutta,2019,8,2022,9.74,8.81,13.14,69.76,81.2,66.57,6.95,Average
S0046,Arka Basu,2019,1,2019,10.1,9.08,15.01,90.66,75.4,79.52,7.65,Average
S0046,Arka Basu,2019,2,2019,9.81,9.13,13.26,81.32,82.1,72.85,7.29,Average
S0046,Arka Basu,2019,3,2020,9.36,7.77,10.64,75.8,75.8,65.68,6.41,Average
S0046,Arka Basu,2019,4,2020,8.19,6.98,11.04,74.57,80.4,63.5,6.64,Average
S0046,Arka Basu,2019,5,2021,9.16,5.51,11.56,71.37,79.5,61.92,5.78,Average
S0046,Arka Basu,2019,6,2021,7.01,7.55,10.52,75.62,73.5,62.9,5.85,Average
S0046,Arka Basu,2019,7,2022,8.59,8.96,10.89,81.27,79.2,69.07,6.91,Average
S0046,Arka Basu,2019,8,2022,11.46,8.05,14.92,80.6,75.6,74.74,7.77,Average
S0047,Kriti Mondal,2019,1,2019,9.88,8.76,12.77,81.88,81.5,72.35,7.56,Average
S0047,Kriti Mondal,2019,2,2019,7.24,7.71,11.49,85.13,84.3,69.0,7.14,Average
S0047,Kriti Mondal,2019,3,2020,10.51,9.38,12.48,87.59,85.9,76.16,8.09,Average
S0047,Kriti Mondal,2019,4,2020,6.13,8.23,10.22,77.49,81.7,63.33,7.25,Average
S0047,Kriti Mondal,2019,5,2021,7.99,8.5,9.13,80.91,77.6,66.08,6.41,Average
S0047,Kriti Mondal,2019,6,2021,5.31,6.24,10.53,81.8,77.7,62.98,6.05,Average
S0047,Kriti Mondal,2019,7,2022,10.17,9.03,14.0,84.11,83.5,75.25,7.68,Average
S0047,Kriti Mondal,2019,8,2022,8.87,8.36,11.68,83.04,82.5,70.43,6.84,Average
S0048,Souvik Kar,2019,1,2019,7.87,7.03,14.18,82.38,86.1,70.26,6.87,Average
S0048,Souvik Kar,2019,2,2019,9.08,7.86,14.4,88.27,84.2,75.47,7.4,Average
S0048,Souvik Kar,2019,3,2020,7.68,9.26,13.34,61.42,93.4,60.99,6.65,Average
S0048,Souvik Kar,2019,4,2020,6.78,7.41,11.06,83.69,81.8,67.09,6.98,Average
S0048,Souvik Kar,2019,5,2021,7.19,8.8,13.67,72.9,89.0,66.11,6.93,Average
S0048,Souvik Kar,2019,6,2021,7.63,5.81,8.19,60.24,82.8,51.75,5.67,Average
S0048,Souvik Kar,2019,7,2022,8.33,9.71,12.79,73.44,90.9,67.55,6.97,Average
S0048,Souvik Kar,2019,8,2022,5.87,6.26,11.05,93.42,90.5,69.89,7.15,Average
S0049,Arjun Chatterjee,2019,1,2019,8.06,7.02,11.68,75.75,87.3,64.63,5.98,Average
S0049,Arjun Chatterjee,2019,2,2019,9.12,10.18,13.65,86.68,85.1,76.3,7.62,Average
S0049,Arjun Chatterjee,2019,3,2020,7.93,8.59,12.16,87.91,77.1,72.64,7.95,Average
S0049,Arjun Chatterjee,2019,4,2020,7.26,8.14,13.19,85.87,79.1,71.52,7.63,Average
S0049,Arjun Chatterjee,2019,5,2021,9.12,11.57,13.05,85.57,80.4,76.53,7.42,Average
S0049,Arjun Chatterjee,2019,6,2021,9.4,10.99,15.64,90.24,74.6,81.14,8.7,Average
S0049,Arjun Chatterjee,2019,7,2022,9.21,7.88,13.34,75.02,73.3,67.95,7.5,Average
S0049,Arjun Chatterjee,2019,8,2022,8.28,8.22,14.86,84.78,78.1,73.76,7.49,Average
S0050,Ishita Saha,2019,1,2019,7.0,5.83,9.64,64.99,65.6,54.96,5.5,Late_Bloomer
S0050,Ishita Saha,2019,2,2019,5.82,5.45,9.18,51.54,76.7,46.21,4.25,Late_Bloomer
S0050,Ishita Saha,2019,3,2020,7.18,6.94,9.3,70.44,75.2,58.64,5.84,Late_Bloomer
S0050,Ishita Saha,2019,4,2020,7.96,7.39,12.37,73.89,78.8,64.66,6.62,Late_Bloomer
S0050,Ishita Saha,2019,5,2021,7.12,7.95,11.36,80.87,77.3,66.86,6.34,Late_Bloomer
S0050,Ishita Saha,2019,6,2021,7.75,9.24,12.4,75.65,72.0,67.22,7.46,Late_Bloomer
S0050,Ishita Saha,2019,7,2022,9.54,11.18,12.39,85.52,74.4,75.87,7.84,Late_Bloomer
S0050,Ishita Saha,2019,8,2022,8.51,9.36,11.47,97.5,74.6,78.1,7.43,Late_Bloomer
S0051,Sreya Sarkar,2019,1,2019,7.39,8.6,10.05,78.96,69.8,65.53,6.28,Average
S0051,Sreya Sarkar,2019,2,2019,8.47,10.08,12.53,90.14,74.9,76.15,8.16,Average
S0051,Sreya Sarkar,2019,3,2020,10.45,9.03,11.14,79.42,69.7,70.33,6.88,Average
S0051,Sreya Sarkar,2019,4,2020,8.92,8.29,10.3,81.0,77.4,68.02,6.56,Average
S0051,Sreya Sarkar,2019,5,2021,8.55,9.01,11.4,79.81,75.2,68.87,6.84,Average
S0051,Sreya Sarkar,2019,6,2021,8.11,8.61,12.7,73.19,71.0,66.01,6.67,Average
S0051,Sreya Sarkar,2019,7,2022,8.69,8.99,11.48,80.37,76.5,69.34,6.95,Average
S0051,Sreya Sarkar,2019,8,2022,9.74,9.21,15.97,74.76,71.8,72.31,7.17,Average
S0052,Arjun Mondal,2019,1,2019,8.34,8.8,11.78,74.94,70.8,66.39,7.17,Average
S0052,Arjun Mondal,2019,2,2019,8.04,7.48,10.51,74.89,72.6,63.48,6.11,Average
S0052,Arjun Mondal,2019,3,2020,6.43,7.08,11.51,68.76,82.3,59.39,6.11,Average
S0052,Arjun Mondal,2019,4,2020,5.92,5.62,8.03,69.85,74.4,54.49,5.77,Average
S0052,Arjun Mondal,2019,5,2021,6.19,8.81,12.19,78.11,74.4,66.25,6.81,Average
S0052,Arjun Mondal,2019,6,2021,6.13,7.41,11.3,64.38,73.2,57.03,5.29,Average
S0052,Arjun Mondal,2019,7,2022,5.88,6.48,11.08,74.8,67.7,60.83,5.73,Average
S0052,Arjun Mondal,2019,8,2022,9.36,7.92,11.64,81.1,71.2,69.47,7.3,Average
S0053,Shruti Chatterjee,2019,1,2019,7.25,7.95,9.57,65.91,88.6,57.72,5.78,Late_Bloomer
S0053,Shruti Chatterjee,2019,2,2019,7.54,6.99,7.81,64.06,86.6,54.37,5.8,Late_Bloomer
S0053,Shruti Chatterjee,2019,3,2020,8.2,6.45,9.41,87.14,95.8,67.63,6.84,Late_Bloomer
S0053,Shruti Chatterjee,2019,4,2020,6.89,7.9,14.78,79.95,84.5,69.55,6.63,Late_Bloomer
S0053,Shruti Chatterjee,2019,5,2021,9.6,9.77,11.56,85.76,90.3,73.8,7.71,Late_Bloomer
S0053,Shruti Chatterjee,2019,6,2021,9.81,9.66,12.72,91.05,83.4,77.72,7.37,Late_Bloomer
S0053,Shruti Chatterjee,2019,7,2022,8.56,10.93,14.39,98.33,90.3,83.05,8.41,Late_Bloomer
S0053,Shruti Chatterjee,2019,8,2022,10.36,9.16,15.87,100.0,84.2,85.38,9.02,Late_Bloomer
S0054,Ananya Chakraborty,2019,1,2019,5.12,7.02,8.42,57.84,70.2,49.48,4.89,Low_Performer
S0054,Ananya Chakraborty,2019,2,2019,5.52,2.45,5.69,48.7,79.7,38.02,3.68,Low_Performer
S0054,Ananya Chakraborty,2019,3,2020,7.26,5.21,10.45,53.41,88.1,49.63,4.56,Low_Performer
S0054,Ananya Chakraborty,2019,4,2020,5.9,5.13,9.26,53.1,85.5,46.84,4.51,Low_Performer
S0054,Ananya Chakraborty,2019,5,2021,5.78,6.18,11.53,46.81,83.6,46.9,4.97,Low_Performer
S0054,Ananya Chakraborty,2019,6,2021,8.53,8.75,10.56,78.46,85.1,67.08,6.57,Low_Performer
S0054,Ananya Chakraborty,2019,7,2022,8.69,8.47,11.16,70.07,79.1,63.35,6.13,Low_Performer
S0054,Ananya Chakraborty,2019,8,2022,7.38,7.99,12.18,65.09,85.7,60.09,6.09,Low_Performer
S0055,Mitali Banerjee,2019,1,2019,8.03,6.18,11.49,82.95,75.8,67.17,6.73,Average
S0055,Mitali Banerjee,2019,2,2019,7.29,6.74,12.03,87.37,77.4,69.75,7.2,Average
S0055,Mitali Banerjee,2019,3,2020,7.5,7.99,11.87,74.18,85.3,64.45,6.61,Average
S0055,Mitali Banerjee,2019,4,2020,7.17,7.63,7.9,87.48,74.8,66.44,6.46,Average
S0055,Mitali Banerjee,2019,5,2021,4.95,7.43,9.43,76.6,76.4,60.11,6.16,Average
S0055,Mitali Banerjee,2019,6,2021,8.0,7.82,11.16,74.3,73.4,64.13,5.95,Average
S0055,Mitali Banerjee,2019,7,2022,8.62,7.71,10.54,79.48,72.6,66.62,6.58,Average
S0055,Mitali Banerjee,2019,8,2022,8.7,9.2,13.12,84.14,79.4,73.08,7.16,Average
S0056,Kriti Mukherjee,2020,1,2020,6.14,5.66,7.36,61.92,81.8,50.12,5.03,Average
S0056,Kriti Mukherjee,2020,2,2020,9.24,8.02,11.84,75.29,82.4,66.74,6.99,Average
S0056,Kriti Mukherjee,2020,3,2021,9.7,9.85,16.8,82.69,78.0,77.7,8.01,Average
S0056,Kriti Mukherjee,2020,4,2021,7.33,9.13,11.93,86.64,75.5,71.71,7.2,Average
S0056,Kriti Mukherjee,2020,5,2022,8.25,9.73,12.45,82.92,80.8,71.9,7.06,Average
S0056,Kriti Mukherjee,2020,6,2022,8.8,10.04,13.23,70.85,85.9,67.51,7.19,Average
S0056,Kriti Mukherjee,2020,7,2023,9.22,8.55,10.55,84.14,78.6,70.39,6.64,Average
S0056,Kriti Mukherjee,2020,8,2023,7.79,11.11,15.93,91.77,76.4,80.72,7.61,Average
S0057,Shruti Ghosh,2020,1,2020,6.01,7.93,13.93,80.08,89.0,67.91,6.8,Average
S0057,Shruti Ghosh,2020,2,2020,10.47,10.04,15.37,80.97,84.8,76.36,7.86,Average
S0057,Shruti Ghosh,2020,3,2021,7.3,7.55,12.34,87.45,87.8,70.92,7.16,Average
S0057,Shruti Ghosh,2020,4,2021,8.22,9.04,12.31,81.66,92.5,70.39,7.44,Average
S0057,Shruti Ghosh,2020,5,2022,8.57,8.67,10.64,79.68,89.3,67.72,6.93,Average
S0057,Shruti Ghosh,2020,6,2022,8.44,9.19,13.03,84.45,81.2,72.89,7.29,Average
S0057,Shruti Ghosh,2020,7,2023,7.0,7.67,15.23,83.32,89.4,71.56,7.27,Average
S0057,Shruti Ghosh,2020,8,2023,8.63,10.12,13.75,81.92,81.5,73.46,7.49,Average
S0058,Subhajit Dutta,2020,1,2020,8.43,8.6,12.14,79.16,84.2,68.76,7.0,Average
S0058,Subhajit Dutta,2020,2,2020,10.1,8.29,14.43,85.22,84.4,75.43,7.32,Average
S0058,Subhajit Dutta,2020,3,2021,8.75,7.57,11.42,74.93,80.8,65.21,6.64,Average
S0058,Subhajit Dutta,2020,4,2021,6.13,7.22,13.15,70.12,87.8,61.56,6.66,Average
S0058,Subhajit Dutta,2020,5,2022,8.72,8.3,11.79,74.62,88.4,66.12,6.43,Average
S0058,Subhajit Dutta,2020,6,2022,7.56,9.54,16.42,81.21,77.9,74.13,7.44,Average
S0058,Subhajit Dutta,2020,7,2023,9.21,8.21,12.69,89.9,85.3,75.06,7.49,Average
S0058,Subhajit Dutta,2020,8,2023,12.07,9.15,13.51,90.18,90.9,79.83,7.45,Average
S0059,Anindita Sen,2020,1,2020,7.08,7.81,8.04,70.94,95.4,58.41,6.28,Late_Bloomer
S0059,Anindita Sen,2020,2,2020,6.5,6.69,10.21,74.34,88.9,60.57,5.5,Late_Bloomer
S0059,Anindita Sen,2020,3,2021,7.41,6.79,11.08,67.09,89.2,58.83,5.69,Late_Bloomer
S0059,Anindita Sen,2020,4,2021,9.72,8.74,16.35,91.56,82.2,80.59,8.25,Late_Bloomer
S0059,Anindita Sen,2020,5,2022,8.53,9.55,16.73,93.99,88.7,81.8,8.25,Late_Bloomer
S0059,Anindita Sen,2020,6,2022,8.68,9.05,11.77,96.43,80.4,77.72,8.2,Late_Bloomer
S0059,Anindita Sen,2020,7,2023,10.99,11.58,17.18,99.36,84.2,89.43,9.13,Late_Bloomer
S0059,Anindita Sen,2020,8,2023,9.99,10.0,15.59,95.32,87.1,83.25,8.2,Late_Bloomer
S0060,Sneha Mondal,2020,1,2020,5.69,7.56,11.86,73.46,70.3,61.83,6.34,Average
S0060,Sneha Mondal,2020,2,2020,8.49,5.47,10.7,59.35,78.9,54.34,5.23,Average
S0060,Sneha Mondal,2020,3,2021,7.95,7.37,10.15,79.34,77.0,65.14,6.59,Average
S0060,Sneha Mondal,2020,4,2021,8.74,7.94,9.13,82.13,71.8,66.88,6.29,Average
S0060,Sneha Mondal,2020,5,2022,6.34,7.51,10.01,78.34,81.8,63.03,6.08,Average
S0060,Sneha Mondal,2020,6,2022,9.05,8.31,12.26,81.65,73.5,70.46,7.19,Average
S0060,Sneha Mondal,2020,7,2023,7.55,9.17,13.28,80.1,79.3,70.05,7.14,Average
S0060,Sneha Mondal,2020,8,2023,10.07,9.06,15.82,82.74,77.8,76.32,7.7,Average
S0061,Neha Chakraborty,2020,1,2020,9.54,6.32,10.14,59.53,81.2,55.76,5.44,Late_Bloomer
S0061,Neha Chakraborty,2020,2,2020,6.44,5.33,9.23,73.23,78.3,57.62,5.25,Late_Bloomer
S0061,Neha Chakraborty,2020,3,2021,6.08,8.65,10.53,78.61,82.8,64.57,6.85,Late_Bloomer
S0061,Neha Chakraborty,2020,4,2021,8.16,7.9,12.29,83.16,79.1,69.93,6.61,Late_Bloomer
S0061,Neha Chakraborty,2020,5,2022,8.97,8.32,14.33,76.45,81.8,69.84,7.26,Late_Bloomer
S0061,Neha Chakraborty,2020,6,2022,8.34,10.1,15.34,93.79,82.0,80.67,8.39,Late_Bloomer
S0061,Neha Chakraborty,2020,7,2023,7.43,9.69,11.19,98.61,76.5,77.62,7.48,Late_Bloomer
S0061,Neha Chakraborty,2020,8,2023,10.13,11.87,14.4,95.39,85.7,84.1,8.27,Late_Bloomer
S0062,Tanya Saha,2020,1,2020,5.74,6.34,12.36,74.45,77.9,61.67,6.15,Average
S0062,Tanya Saha,2020,2,2020,7.83,8.52,7.36,78.12,73.7,62.77,6.03,Average
S0062,Tanya Saha,2020,3,2021,8.46,7.88,11.49,80.81,75.6,68.24,6.75,Average
S0062,Tanya Saha,2020,4,2021,9.16,7.3,12.83,68.04,79.6,63.31,6.7,Average
S0062,Tanya Saha,2020,5,2022,8.38,8.39,10.54,81.26,74.7,67.94,6.5,Average
S0062,Tanya Saha,2020,6,2022,9.29,9.59,13.31,85.8,83.6,75.09,7.41,Average
S0062,Tanya Saha,2020,7,2023,10.3,8.54,9.18,84.85,74.3,70.45,7.02,Average
S0062,Tanya Saha,2020,8,2023,8.43,7.82,13.24,93.92,86.0,76.45,7.67,Average
S0063,Abhishek Mukherjee,2020,1,2020,6.88,8.8,10.36,82.76,68.8,67.42,7.23,Average
S0063,Abhishek Mukherjee,2020,2,2020,9.52,8.17,12.63,70.31,61.9,65.48,6.55,Average
S0063,Abhishek Mukherjee,2020,3,2021,5.77,7.45,8.89,73.25,64.7,58.73,5.97,Average
S0063,Abhishek Mukherjee,2020,4,2021,8.53,9.44,11.17,78.46,63.6,68.37,6.85,Average
S0063,Abhishek Mukherjee,2020,5,2022,5.89,4.97,9.38,81.31,64.9,60.89,6.28,Average
S0063,Abhishek Mukherjee,2020,6,2022,8.1,8.42,12.66,71.27,62.4,64.81,6.02,Average
S0063,Abhishek Mukherjee,2020,7,2023,6.62,6.63,9.26,82.8,67.9,63.9,6.8,Average
S0063,Abhishek Mukherjee,2020,8,2023,7.05,6.97,9.96,73.54,78.5,60.75,6.14,Average
S0064,Anik Ganguly,2020,1,2020,8.12,9.0,13.35,74.21,79.3,67.57,6.33,Average
S0064,Anik Ganguly,2020,2,2020,8.01,7.61,12.53,64.62,74.8,60.46,6.16,Average
S0064,Anik Ganguly,2020,3,2021,8.72,10.13,13.15,80.22,81.4,72.12,7.12,Average
S0064,Anik Ganguly,2020,4,2021,9.14,5.86,11.66,77.19,77.2,65.25,6.51,Average
S0064,Anik Ganguly,2020,5,2022,6.76,8.0,14.62,87.29,77.7,73.03,7.11,Average
S0064,Anik Ganguly,2020,6,2022,9.19,9.4,13.26,97.0,77.3,80.34,7.74,Average
